"bitter","bittersweet","mild","smoky","rich","sweet","sour","salty","spicy","juicy","fruity","oily","crunchy","dry","wet","creamy","plain","soft","hard","taste"
40,9,50,63,41,80,34,64,87,50,62,59,80,84,79,31,2,9,40,1
20,31,3,77,2,89,34,79,99,81,43,30,15,68,53,15,28,1,30,1
59,70,41,57,44,45,84,25,50,58,82,52,85,78,1,81,33,88,86,1
29,96,33,24,62,37,35,49,76,20,21,35,4,49,68,32,39,23,86,0
10,59,69,86,38,66,100,84,74,16,68,39,90,82,35,95,68,22,54,0
10,28,43,79,47,90,37,54,54,91,33,35,17,87,80,43,75,66,45,1
30,19,30,6,21,6,79,43,3,82,4,46,5,55,81,31,78,13,88,1
38,54,87,50,82,13,75,34,62,83,14,62,7,86,69,90,93,64,48,0
34,39,63,41,95,60,86,41,96,38,54,24,71,58,80,88,31,39,94,0
9,29,84,40,71,59,35,35,69,4,18,77,98,69,47,51,98,31,75,0
5,80,31,64,34,95,99,47,51,28,92,50,29,27,32,44,23,89,41,0
73,36,73,47,85,60,93,21,98,70,98,40,31,4,47,2,81,33,71,1
78,80,37,8,26,48,84,42,12,31,38,32,84,61,87,18,79,98,59,0
54,50,54,70,78,9,33,49,34,66,73,77,90,65,86,70,25,75,29,1
84,47,67,68,58,22,82,12,46,87,97,59,44,61,6,58,37,24,48,0
76,2,83,99,74,34,37,85,75,83,59,71,8,47,33,97,56,48,33,0
94,94,10,34,58,97,57,33,64,10,68,10,47,45,48,86,66,7,65,0
6,87,59,100,43,48,44,64,8,44,27,86,35,29,89,19,88,16,62,1
69,10,53,68,16,52,38,15,81,15,13,77,92,88,82,62,7,33,45,1
18,51,33,48,62,88,19,95,60,28,25,11,10,99,40,22,76,47,84,0
25,27,11,99,98,58,4,37,49,52,93,84,85,43,5,13,11,81,64,0
84,61,47,96,97,51,15,16,57,33,42,63,93,98,7,89,54,80,60,1
41,12,29,43,88,42,44,17,87,2,49,11,66,59,27,28,95,61,50,1
58,61,52,78,77,68,63,17,89,34,12,52,16,56,13,80,17,80,23,1
57,74,86,78,92,13,38,71,83,73,70,36,35,49,5,49,60,1,30,1
1,86,12,59,89,32,66,94,82,33,64,52,16,45,23,43,89,27,100,1
91,9,68,70,94,13,44,30,64,15,13,49,2,50,14,13,36,37,72,0
95,90,11,90,84,13,15,4,5,38,94,78,23,84,27,81,33,69,29,1
75,22,9,22,21,51,70,44,27,99,100,13,14,37,36,31,72,53,17,0
74,30,27,99,55,87,49,98,18,80,27,88,1,92,75,16,31,74,10,1
83,13,61,37,85,11,71,71,72,45,88,6,34,59,60,91,18,63,3,1
81,48,60,57,10,93,46,7,74,20,89,40,41,68,84,60,44,29,57,0
8,84,74,80,18,72,84,46,41,66,91,30,65,92,44,88,15,4,73,1
7,85,32,80,63,93,57,41,90,94,94,62,47,44,35,14,43,82,43,0
4,34,72,27,36,97,98,13,17,89,97,66,34,54,92,28,81,21,70,1
21,29,66,69,42,59,9,5,51,18,55,84,89,4,40,93,5,29,62,1
42,39,75,85,50,65,24,59,11,48,14,2,93,65,89,29,18,68,95,0
79,72,80,57,45,92,6,92,90,6,25,11,26,87,98,44,85,21,39,0
13,22,53,4,60,78,29,53,64,3,49,81,5,90,35,1,75,40,45,0
49,23,63,69,66,65,17,61,100,69,88,81,12,55,61,87,16,13,12,0
78,31,2,49,93,28,83,32,87,50,80,81,95,71,28,11,45,19,67,1
85,99,26,16,60,86,99,28,68,97,6,95,31,82,27,4,98,17,100,0
100,27,31,72,90,76,11,1,99,77,50,41,15,36,18,70,25,12,31,0
80,41,80,2,79,48,52,79,5,73,35,6,69,28,10,98,14,87,72,1
46,79,21,52,35,39,90,83,71,35,55,30,19,5,10,14,81,68,74,0
36,25,81,10,83,91,99,48,88,16,97,23,86,78,82,10,26,25,57,1
58,77,41,18,17,58,81,75,43,78,16,41,88,46,3,63,81,84,86,0
21,11,33,72,13,35,72,24,20,88,97,55,51,87,59,29,39,33,23,1
41,42,16,70,89,79,56,64,20,84,39,26,78,67,83,35,28,8,84,1
55,84,14,29,5,57,84,21,48,8,52,67,8,51,27,79,84,93,2,0
38,98,46,90,4,5,15,82,70,35,9,4,6,11,95,5,14,54,40,0
95,83,37,20,13,40,5,36,7,19,12,85,17,50,100,35,33,96,34,0
45,82,24,83,35,39,15,82,3,61,17,89,31,19,6,61,19,21,70,1
35,48,37,6,21,23,39,9,26,48,74,62,56,80,87,89,9,21,38,1
29,82,46,54,60,11,96,7,28,92,98,51,88,9,82,98,64,71,28,1
7,3,63,5,45,49,31,91,51,11,20,83,93,43,27,48,13,22,36,1
93,28,29,73,19,57,71,10,79,6,79,70,37,75,6,73,63,70,54,0
7,25,48,59,5,43,29,77,47,40,19,58,35,70,81,94,42,9,73,1
80,65,3,85,57,26,71,25,25,67,88,33,65,22,12,76,77,22,76,1
74,42,83,49,31,10,70,6,75,43,19,17,100,34,23,38,6,74,88,0
82,57,58,22,24,95,86,1,13,13,10,73,34,63,34,14,60,11,35,0
15,57,81,29,32,21,84,65,63,73,50,22,31,91,24,60,27,22,93,1
39,10,38,50,12,5,8,16,15,7,33,36,2,24,78,1,30,84,100,1
86,59,35,22,68,35,2,61,3,24,53,27,40,17,79,88,90,6,93,0
63,95,93,42,60,57,81,90,61,98,98,89,22,26,70,27,84,60,58,0
57,2,10,18,40,79,17,56,96,67,3,42,52,96,22,18,27,6,2,1
55,86,32,9,8,18,14,88,8,13,56,88,88,42,44,45,81,70,40,0
95,52,18,38,14,14,21,94,56,8,62,48,92,33,95,100,78,63,68,1
36,70,71,3,34,51,50,73,10,61,81,16,72,53,41,97,22,41,61,0
10,89,97,23,67,76,100,52,68,15,63,98,65,93,71,72,20,11,41,0
86,34,24,62,95,92,64,37,17,97,30,50,24,27,75,69,41,70,8,0
33,33,45,79,13,72,83,64,64,50,25,88,10,57,54,7,59,28,52,1
34,38,69,32,90,92,48,89,48,25,62,50,99,86,68,32,38,97,55,0
5,6,45,72,10,94,100,71,62,59,56,84,67,64,18,74,80,88,78,1
40,57,45,4,24,68,2,38,54,96,89,18,24,89,4,80,74,73,5,0
88,61,72,12,52,80,14,7,29,57,19,79,23,15,27,70,45,71,98,1
88,35,78,25,46,37,87,18,17,7,77,24,12,93,2,82,63,62,6,1
87,53,21,96,58,70,6,8,37,39,7,52,65,82,42,83,84,80,99,1
25,81,24,80,85,98,17,89,45,31,49,83,10,89,44,17,81,22,59,1
58,68,97,74,62,24,16,69,82,39,42,30,33,76,50,9,44,47,40,1
27,68,64,54,83,46,41,27,6,80,66,92,60,77,79,12,54,86,7,1
40,84,20,75,29,32,35,81,95,38,72,33,94,73,65,84,34,1,35,0
34,66,45,65,69,69,1,69,16,29,81,28,71,24,11,8,27,78,39,0
44,97,33,19,62,78,23,36,97,69,34,65,43,21,85,30,38,95,53,0
31,45,70,12,18,21,90,64,76,64,58,11,94,64,58,80,62,86,21,1
64,55,73,96,9,60,95,57,63,64,90,26,61,55,59,59,23,29,18,1
7,29,39,62,33,59,8,78,28,15,44,10,88,35,61,56,5,90,49,1
30,12,72,13,31,93,40,86,98,98,54,93,30,61,20,4,84,52,49,1
72,98,5,70,84,23,3,30,98,91,90,7,39,84,62,43,38,9,60,1
96,9,29,74,12,64,38,81,79,100,14,48,50,66,99,79,65,63,85,1
59,14,80,45,52,94,28,22,38,67,5,24,29,36,82,98,90,74,71,0
62,17,33,23,88,43,17,4,55,96,57,53,89,6,58,93,50,12,86,1
15,45,83,4,8,5,7,99,87,14,65,10,3,69,90,63,40,55,94,0
27,90,60,72,100,79,32,52,11,5,9,7,82,13,28,47,65,28,88,1
49,76,92,66,77,94,71,5,45,21,50,79,32,23,79,3,55,90,59,1
88,83,21,80,9,86,8,39,96,49,97,49,27,13,46,83,26,79,33,0
51,52,20,36,27,22,48,54,82,67,33,40,8,81,62,38,26,85,6,0
45,47,89,45,36,25,57,83,10,65,37,19,90,72,57,83,34,25,19,0
92,66,41,63,67,25,54,59,44,24,39,52,55,6,85,69,27,64,64,1
19,60,81,27,14,52,97,16,33,24,53,76,33,16,5,45,67,94,48,0
73,27,98,47,49,55,33,49,77,87,20,82,10,49,35,74,42,78,80,0
16,1,96,72,14,63,28,36,1,67,72,60,18,85,43,73,36,54,2,1
29,47,45,11,80,91,70,26,42,8,59,22,86,92,43,13,51,50,100,0
65,48,100,18,17,92,45,22,69,44,87,70,49,21,94,27,93,22,64,1
58,43,43,83,64,25,66,81,68,4,89,68,33,22,52,44,67,47,86,0
44,82,48,9,46,71,100,20,83,25,6,50,34,100,90,60,63,36,60,0
72,82,7,43,62,94,89,18,41,68,98,30,58,51,57,95,98,35,35,1
77,70,30,46,48,91,9,62,92,65,59,89,79,68,98,6,63,33,22,0
24,99,23,86,75,34,67,73,39,7,52,46,18,96,45,12,49,80,35,0
78,48,23,52,62,83,28,66,56,31,70,43,74,83,98,62,57,64,44,0
40,83,5,11,97,15,35,27,63,77,54,24,16,64,66,62,62,23,15,1
81,54,19,7,74,100,72,69,32,58,47,52,18,61,98,74,2,55,23,0
98,46,26,22,88,34,74,79,55,82,87,44,87,6,93,28,62,18,94,1
48,90,28,93,44,46,28,53,8,84,64,76,18,89,30,26,98,37,37,1
84,38,88,89,43,23,35,93,52,34,82,88,2,14,31,12,48,73,94,1
50,4,12,90,75,97,42,56,40,98,100,5,1,41,45,98,14,27,69,0
24,17,59,53,91,42,90,86,66,36,38,99,92,84,48,85,5,73,56,0
74,39,84,81,64,70,4,65,19,85,59,28,48,86,35,56,77,93,44,1
13,2,23,94,74,21,46,81,14,98,2,24,36,99,79,57,87,19,8,0
55,95,27,24,33,51,58,50,32,92,47,37,48,37,95,74,63,11,46,1
77,35,32,23,33,82,25,3,89,64,25,83,35,36,13,44,64,88,72,1
15,63,46,53,14,47,55,98,64,67,18,4,25,10,43,82,52,17,95,0
47,81,98,82,82,26,50,41,26,30,68,98,48,70,48,59,95,68,63,1
48,63,40,15,30,70,16,65,30,90,49,49,53,96,33,3,63,77,65,1
53,50,30,78,51,13,5,52,70,63,39,65,15,41,78,26,32,62,64,1
97,13,54,91,15,66,27,55,32,42,86,28,7,5,97,56,3,1,12,1
36,11,47,89,52,87,100,46,37,25,86,40,51,19,45,13,9,26,7,1
100,3,40,47,79,84,65,85,42,38,31,85,12,17,30,15,12,62,24,1
70,34,75,43,9,97,67,8,19,56,22,36,89,49,62,72,91,64,41,0
26,11,31,40,25,48,15,46,16,50,45,43,90,20,1,13,80,27,49,1
92,64,44,19,56,17,67,60,39,52,40,55,56,55,59,81,72,58,86,0
80,33,37,21,64,78,45,84,22,19,15,3,51,99,38,6,2,20,66,1
68,9,40,52,44,88,62,59,17,3,4,14,62,54,80,53,77,79,69,1
31,78,20,56,3,42,76,30,39,48,19,81,65,49,49,63,86,72,67,1
36,80,49,46,88,54,52,35,8,94,35,49,10,79,85,59,17,45,50,1
67,6,37,11,8,27,99,58,86,40,30,41,91,33,37,48,9,69,67,1
97,63,88,63,88,48,75,82,61,21,48,23,83,11,57,67,20,59,60,0
57,62,37,9,37,68,38,1,42,11,45,72,59,78,73,29,18,76,83,1
11,65,60,92,6,6,85,28,79,81,67,31,57,11,49,9,11,52,49,0
42,94,91,56,50,45,34,26,45,23,99,93,97,34,41,16,100,44,41,0
50,44,65,55,48,63,37,10,84,68,33,11,23,3,63,33,63,59,74,1
15,34,20,96,43,18,92,13,76,84,93,60,69,31,42,79,50,97,21,0
92,85,53,76,7,89,58,64,22,87,31,80,22,76,18,7,96,25,22,1
52,72,35,61,27,10,27,89,39,66,5,25,77,90,81,91,62,2,28,0
55,87,10,93,46,78,44,9,89,95,59,56,43,14,4,28,7,51,68,0
91,87,100,86,76,11,78,40,54,91,81,72,57,22,35,16,38,93,37,0
39,29,68,4,17,77,44,49,8,68,93,67,10,24,7,83,48,4,51,1
93,12,78,1,49,11,36,26,92,46,4,87,95,46,35,48,40,68,30,0
7,78,27,9,97,93,7,47,78,100,48,56,26,63,31,45,97,92,1,0
99,87,71,81,75,98,30,48,87,90,90,29,87,99,86,6,8,33,25,1
11,99,86,25,60,24,84,45,35,86,59,33,5,39,6,11,55,56,43,1
67,42,1,97,55,55,14,38,92,33,72,39,57,12,95,58,63,19,74,1
91,6,99,56,19,16,73,13,22,57,38,34,56,65,50,67,82,35,23,0
15,60,58,88,24,92,18,12,25,28,24,32,81,36,43,18,86,10,52,1
7,75,22,58,65,19,59,30,8,86,61,22,23,34,37,97,5,72,56,1
8,56,48,85,51,83,94,25,72,55,80,58,97,51,95,19,51,7,80,1
7,7,71,46,99,65,6,88,23,45,20,87,100,39,80,45,71,81,12,1
82,83,76,22,42,20,95,8,25,5,49,16,92,2,35,28,5,4,18,1
85,72,67,35,79,83,52,87,47,22,29,100,73,66,98,39,21,95,11,0
35,20,84,36,63,14,49,8,88,38,21,21,46,12,71,38,66,91,11,1
75,38,50,70,43,83,38,70,61,22,89,12,12,88,80,22,6,22,95,0
36,62,55,79,86,79,83,1,48,23,66,69,47,94,9,16,87,13,47,1
35,5,74,40,33,22,10,22,8,84,35,89,100,38,72,71,14,9,88,0
6,35,55,30,8,20,70,7,65,84,89,33,16,79,9,46,74,50,19,0
24,85,55,76,52,29,36,89,67,97,12,19,57,5,97,1,45,74,38,1
57,22,18,11,21,86,47,77,73,21,82,53,17,67,56,94,64,18,12,0
3,20,84,79,42,4,55,19,52,93,8,63,82,82,4,91,36,35,78,1
6,64,3,24,93,16,48,28,94,15,86,99,67,47,3,97,89,16,47,0
35,31,43,26,36,65,2,75,36,55,11,53,35,12,8,72,90,68,47,0
25,36,26,96,78,51,25,3,34,90,5,7,5,91,43,81,49,5,88,0
85,46,71,91,12,92,41,67,87,17,1,87,35,34,65,47,21,17,63,0
72,45,25,21,48,77,4,82,27,2,65,51,53,66,11,68,84,39,97,0
65,73,37,56,58,17,29,92,31,7,42,18,51,25,50,85,24,73,53,0
78,52,54,16,9,85,25,75,83,50,75,52,86,90,36,66,43,11,76,0
61,99,90,63,21,62,63,9,19,36,40,32,55,4,11,13,6,50,99,0
85,35,61,53,34,4,87,37,14,26,41,41,28,70,28,38,62,85,40,1
65,35,42,12,17,76,11,54,84,55,60,24,55,26,43,73,99,25,90,0
59,9,60,22,75,78,58,30,18,64,50,13,95,91,21,45,88,55,15,1
6,86,10,23,90,70,23,58,11,70,15,27,99,33,6,95,51,16,53,0
88,72,75,96,57,34,80,73,49,48,88,32,64,48,89,94,80,61,90,1
73,90,56,97,66,37,69,21,19,57,58,12,91,57,80,95,4,19,89,0
51,15,31,48,43,44,92,67,77,60,60,60,24,42,35,80,58,85,93,1
64,90,63,21,84,6,47,39,100,11,47,39,19,10,11,92,45,28,23,1
71,57,34,77,12,31,54,93,20,40,35,55,65,67,40,6,74,93,2,0
95,82,95,90,80,57,78,61,52,25,28,78,62,93,92,84,75,3,31,1
62,80,2,33,61,57,19,2,96,78,44,45,67,73,99,5,82,73,17,0
84,100,62,89,78,77,47,1,9,37,3,11,81,29,19,14,75,45,54,1
17,62,88,34,21,67,16,4,23,82,69,64,5,16,97,26,16,72,14,0
96,95,88,55,95,28,26,7,95,84,46,27,31,66,73,20,53,5,88,1
30,49,27,34,54,44,12,67,57,64,73,55,53,90,90,79,74,43,95,0
62,32,77,99,66,21,31,36,62,75,2,28,55,73,21,41,44,55,40,0
61,43,62,70,59,50,91,11,8,11,14,77,37,73,93,12,9,13,51,1
35,43,34,85,42,34,37,72,2,58,91,87,88,11,51,52,76,3,47,0
69,30,10,36,4,98,39,28,99,2,85,98,14,20,40,88,92,90,7,1
31,44,90,6,60,85,21,33,75,72,38,33,89,24,57,90,88,41,58,0
19,81,94,66,50,47,56,48,53,9,61,13,10,49,67,66,98,74,60,1
18,54,55,54,27,64,90,77,82,6,72,38,79,54,53,59,20,39,39,0
65,74,59,72,21,97,58,92,76,95,8,65,78,15,34,89,10,11,40,1
58,40,30,82,75,24,93,54,78,98,49,52,5,14,45,58,93,82,6,1
85,28,61,80,68,13,42,56,42,85,14,46,26,97,47,75,28,73,73,1
29,41,25,66,28,43,81,43,21,7,58,85,64,50,63,9,38,21,68,1
13,12,45,56,4,45,27,30,42,45,95,57,11,20,97,6,29,8,10,1
47,46,100,21,24,59,59,43,92,1,66,54,23,82,70,62,58,98,100,1
89,86,43,23,75,65,53,69,60,29,59,89,7,39,16,89,89,97,87,1
61,13,24,24,80,38,28,52,11,37,29,15,11,64,52,10,52,56,13,0
64,96,40,98,24,1,60,56,33,53,63,97,55,98,63,37,53,26,39,0
84,58,25,17,79,38,27,41,19,58,26,36,74,69,80,82,60,79,43,1
71,7,79,77,85,77,68,78,86,49,76,83,4,99,60,40,72,53,17,1
83,74,87,86,14,14,16,13,72,22,25,16,32,57,80,70,63,26,36,1
74,94,43,81,58,18,41,55,7,68,8,47,39,70,6,48,35,28,91,1
75,32,16,27,75,58,13,41,100,58,48,67,68,31,13,91,64,49,46,0
100,67,52,31,64,70,31,55,43,6,39,4,72,77,52,11,5,82,73,1
72,54,1,66,28,86,100,84,60,48,54,1,45,42,36,90,69,68,7,0
97,43,48,74,59,99,78,21,37,53,62,7,54,64,65,66,22,56,2,1
8,33,39,4,69,44,20,7,44,56,69,7,57,87,8,53,84,32,43,1
14,5,95,97,65,15,9,87,52,60,60,90,12,81,13,97,88,64,4,1
44,73,47,61,72,82,58,93,37,22,60,93,97,46,96,45,33,46,20,1
38,58,7,30,5,95,92,47,36,65,38,28,81,5,60,31,15,40,27,1
8,72,49,77,92,91,74,65,71,16,85,10,84,88,6,18,11,64,19,1
85,59,99,94,73,45,80,44,6,67,76,49,79,15,84,86,62,62,20,0
53,3,96,86,83,54,67,2,44,25,34,50,15,99,74,74,1,90,23,1
52,55,6,19,87,31,59,54,26,53,1,1,50,71,36,5,60,66,99,0
55,50,36,91,24,73,76,8,94,8,64,1,13,53,34,15,78,34,24,1
33,11,39,83,56,73,60,19,13,15,61,12,76,5,19,5,61,30,45,1
21,47,67,63,44,82,23,1,70,4,77,91,65,45,53,44,55,78,43,0
34,67,15,20,41,66,33,46,86,39,40,89,90,95,71,53,3,65,15,1
54,99,63,85,75,38,65,35,14,13,83,3,28,57,53,33,44,48,70,0
39,69,67,99,73,44,63,27,83,87,24,67,9,67,47,22,34,38,9,0
1,81,32,77,52,73,88,93,76,47,10,69,9,50,81,86,44,87,80,0
46,57,40,24,71,88,27,74,7,60,85,25,38,42,33,8,12,32,100,1
32,23,37,5,67,63,87,31,89,71,67,17,13,66,81,10,90,94,94,1
28,41,50,91,16,23,76,5,72,34,87,37,4,36,33,46,33,73,13,1
45,94,63,44,35,27,6,79,85,67,69,65,10,86,26,27,90,24,71,0
20,27,29,100,12,80,87,82,85,63,88,58,3,78,3,3,29,59,65,1
79,38,55,51,69,57,94,92,89,66,40,79,80,24,14,94,55,9,30,1
66,62,51,22,66,51,32,43,97,15,73,51,47,80,21,72,26,23,41,1
12,84,38,68,53,77,11,34,47,37,67,63,10,25,16,66,26,26,52,1
27,64,98,40,95,44,9,95,76,31,86,36,62,94,38,73,70,89,72,1
7,13,30,83,9,21,22,74,2,46,2,43,50,36,88,88,63,93,15,0
45,39,73,44,72,43,95,2,61,85,51,15,79,33,11,65,40,6,96,0
50,89,2,43,35,12,87,74,36,46,7,7,8,97,88,78,24,17,49,0
43,75,93,52,89,45,43,46,87,59,20,21,78,8,96,22,85,36,76,1
31,93,6,52,10,27,62,70,93,71,66,82,68,29,39,79,20,20,67,1
41,27,30,22,56,62,30,46,27,64,23,66,22,25,55,99,65,37,26,0
6,74,65,84,68,7,71,86,23,23,55,19,21,39,98,91,71,46,80,1
44,46,95,92,27,9,42,10,80,92,97,87,52,27,61,91,75,73,42,1
24,12,59,59,90,81,38,87,75,58,46,30,35,13,36,72,22,47,67,0
32,92,85,42,38,63,99,31,18,36,100,5,48,35,36,48,94,32,47,1
20,90,85,71,81,30,33,46,60,53,35,66,43,14,89,35,65,96,22,0
58,53,58,8,51,10,23,74,14,70,44,12,39,11,86,66,45,91,58,0
89,98,43,24,46,9,91,81,83,18,28,79,38,68,73,70,20,47,33,0
45,51,51,38,4,57,64,3,61,39,32,98,82,98,77,54,47,7,26,0
1,53,72,84,31,71,44,60,95,1,91,26,84,54,74,33,74,33,8,0
90,43,40,38,44,47,81,27,54,62,21,44,30,36,80,64,11,75,8,0
56,86,20,74,69,18,2,75,14,62,81,56,40,83,66,55,33,31,83,0
69,4,25,90,93,95,29,64,20,86,72,3,78,61,29,60,13,41,13,1
23,3,52,5,84,89,99,17,11,4,60,66,100,8,93,24,73,11,13,1
63,30,68,30,2,42,11,2,29,96,22,8,76,29,52,51,88,83,16,0
55,19,55,41,10,42,91,11,16,31,42,98,88,27,54,73,11,70,87,0
30,83,79,25,31,48,51,8,3,67,36,34,70,93,57,9,64,91,87,1
54,26,53,62,15,31,70,94,70,32,66,100,3,65,48,13,93,87,4,0
80,72,18,93,62,39,89,100,78,64,17,56,55,74,81,23,79,26,77,0
93,42,97,1,7,27,69,45,98,45,36,62,5,78,66,61,87,21,91,0
31,96,16,50,19,20,12,76,35,58,93,16,43,13,71,90,7,61,99,1
96,62,69,54,31,94,2,51,48,94,83,88,67,61,65,18,61,32,73,1
12,14,29,50,14,36,55,34,76,12,48,37,88,43,37,17,44,27,74,0
69,55,6,36,76,56,100,86,43,60,55,28,58,92,42,73,57,14,83,1
48,93,66,10,93,84,43,55,30,15,88,38,82,95,76,8,52,35,46,0
88,70,55,22,93,26,74,30,42,74,7,91,60,23,71,86,9,39,51,0
81,27,63,4,54,41,65,40,67,71,96,40,45,85,32,13,7,51,58,1
2,20,42,61,84,92,53,41,43,6,28,45,49,59,8,39,71,97,67,0
54,82,24,94,60,46,49,44,76,97,52,95,86,68,57,42,11,89,94,0
87,13,23,81,97,14,54,87,98,13,71,51,19,6,33,72,8,6,74,1
7,88,11,49,78,44,48,90,76,27,68,54,25,75,22,86,93,44,70,1
98,34,90,35,23,49,45,99,23,77,42,19,52,67,23,39,2,64,73,0
50,52,78,17,15,17,20,98,14,1,98,65,53,8,63,31,61,5,69,1
67,87,62,77,38,17,85,86,24,21,1,17,55,45,59,36,83,12,15,1
15,56,31,76,37,11,56,73,22,26,67,99,30,96,85,37,100,41,73,1
2,79,50,55,33,58,98,86,80,89,48,32,96,24,16,24,73,58,13,0
45,59,19,87,47,65,51,47,45,90,81,85,85,51,73,82,49,28,73,1
54,86,11,19,15,49,20,82,53,57,4,7,48,24,69,73,66,2,37,0
96,33,74,51,49,11,21,76,67,89,47,13,48,43,18,100,43,38,8,0
33,75,52,34,57,31,45,57,32,10,12,95,62,45,29,70,88,56,40,0
64,76,8,52,20,24,18,19,80,84,75,56,88,82,15,90,30,4,45,1
95,77,38,61,90,39,90,92,76,80,39,88,98,77,76,15,93,21,4,0
48,39,3,41,11,75,72,42,56,27,33,65,35,54,15,53,76,90,33,0
35,79,61,33,73,12,45,38,73,11,6,62,57,39,22,55,63,99,22,0
69,72,56,62,82,31,33,56,92,48,30,18,6,34,27,44,9,33,65,0
91,6,40,85,49,57,52,35,41,76,85,28,58,77,1,56,43,87,4,1
19,81,38,47,29,42,21,70,26,50,49,51,48,59,11,59,4,53,19,0
62,48,99,27,77,16,11,37,64,79,9,50,56,18,31,59,97,60,28,1
20,12,73,51,18,54,98,15,23,96,25,59,38,5,51,94,24,48,33,1
91,90,13,5,91,65,5,2,73,5,68,83,80,67,25,32,2,49,78,1
27,51,51,27,44,20,66,54,21,66,51,10,96,79,39,15,8,4,97,1
39,91,91,29,83,54,75,13,58,64,79,29,14,95,12,17,6,70,40,1
44,6,83,7,17,64,59,73,21,38,49,73,56,72,83,76,60,64,7,0
16,50,81,54,56,9,22,12,58,16,3,59,37,40,32,70,84,68,19,1
89,37,43,57,29,74,39,28,59,51,32,49,72,11,59,65,24,22,84,1
21,18,41,12,16,86,15,92,66,92,45,64,1,50,76,82,8,76,88,1
51,67,58,52,43,12,55,75,42,71,87,40,58,91,73,53,24,67,50,0
77,55,84,56,78,50,22,35,81,32,10,29,80,60,45,41,26,24,10,1
31,30,50,98,76,99,81,82,39,15,60,56,49,90,30,57,23,71,78,0
38,49,24,15,56,83,91,29,10,52,99,5,81,49,22,98,83,14,40,0
63,41,37,98,51,74,8,31,99,37,77,10,42,55,7,32,96,85,59,1
39,64,79,15,43,27,69,85,45,11,37,67,89,50,79,7,72,36,45,1
40,30,98,36,14,56,84,72,90,62,50,75,92,40,27,78,18,46,19,1
27,49,60,84,22,25,46,92,72,64,91,75,35,50,58,33,12,5,5,1
53,19,54,23,59,38,20,83,35,23,59,92,93,19,19,55,17,51,50,1
22,91,45,37,18,19,49,1,50,100,21,73,10,43,91,71,76,35,87,0
71,92,17,37,83,2,81,89,69,8,2,25,18,52,27,3,78,29,88,0
51,75,9,15,58,33,97,5,43,85,30,36,83,84,42,92,86,53,81,1
21,76,35,4,53,74,38,32,52,58,87,12,8,21,28,70,22,10,38,1
72,47,23,13,26,54,25,65,67,65,68,100,50,100,81,21,23,69,35,1
5,28,99,37,87,42,71,32,45,71,52,42,95,37,98,20,20,36,57,0
59,24,65,82,53,82,73,93,18,23,77,68,61,83,94,66,26,87,13,1
50,2,54,23,71,51,72,86,66,6,24,52,77,88,33,59,94,55,27,0
53,51,72,48,58,45,15,13,79,15,90,77,95,83,43,62,74,8,2,0
15,10,28,69,94,69,54,23,62,12,33,2,13,95,74,50,64,29,81,0
1,16,92,95,42,25,49,74,71,57,79,22,54,66,91,70,56,53,60,0
15,27,11,83,27,22,34,74,83,38,32,1,90,84,79,38,2,98,38,0
75,88,44,53,84,76,73,45,92,55,36,11,58,99,79,39,54,48,37,0
48,93,46,56,66,52,4,56,53,6,17,52,91,24,17,79,56,42,3,0
6,69,56,70,86,56,72,88,28,10,68,69,53,37,97,53,14,31,19,1
63,83,40,80,57,36,7,86,17,83,11,88,59,45,77,10,80,57,30,1
89,16,22,23,57,24,5,84,71,19,8,84,37,92,29,91,48,43,6,0
13,22,12,74,65,34,85,53,37,22,68,95,98,70,5,22,37,53,88,0
11,15,67,52,57,91,71,40,49,27,90,1,33,70,66,68,77,35,31,1
94,8,96,81,19,55,80,55,51,15,50,56,71,82,99,98,22,84,29,0
94,1,85,29,59,34,59,74,18,47,1,60,25,80,48,23,75,12,94,0
72,64,99,10,18,2,61,2,59,81,61,39,22,20,6,95,37,34,57,0
66,85,19,92,71,12,67,64,28,10,52,67,73,67,4,71,8,42,42,1
94,98,40,76,96,25,5,9,22,12,98,38,85,12,97,100,40,85,12,1
32,99,71,88,33,74,39,43,43,99,82,51,89,48,58,66,82,71,31,1
73,95,17,97,25,59,82,26,34,37,99,18,88,61,8,50,42,16,85,0
62,86,41,54,50,5,48,50,47,51,92,45,71,48,29,14,33,74,80,0
82,97,79,88,16,75,47,60,9,27,95,74,7,77,50,80,41,85,13,1
55,100,57,60,100,74,18,18,84,38,6,100,11,57,21,17,8,17,4,1
26,65,35,24,37,38,20,97,83,69,33,64,83,56,54,4,20,67,100,1
61,12,84,5,13,11,70,4,73,7,33,3,59,73,22,7,81,98,2,0
74,33,5,3,28,6,25,95,55,53,32,72,30,28,88,18,27,100,85,1
84,30,39,42,47,79,83,77,34,83,26,41,91,91,14,11,91,92,95,0
69,14,91,62,84,39,73,17,95,44,10,88,31,81,27,10,34,50,60,0
92,24,44,25,9,81,58,1,68,80,44,82,55,12,5,13,67,69,72,0
99,30,87,88,48,77,34,50,6,8,6,52,66,55,90,92,57,99,73,1
8,36,28,45,36,62,28,57,50,68,14,53,34,55,24,23,52,89,52,1
86,13,64,71,5,67,63,11,57,57,51,52,43,99,72,59,15,29,44,1
24,33,41,46,40,4,24,35,7,64,41,43,7,38,34,97,76,35,6,1
94,12,75,42,8,45,25,17,2,90,67,20,60,22,55,59,74,29,35,0
